month,hour,day_of_week,day_of_month,week_of_month,season,weekend,time_of_day,dew_point,DEW_POINT_MAX,DEW_POINT_MIN,LAT_MEAN,LAT_MAX,LAT_MIN,LON_MEAN,LON_MAX,LON_MIN,GPS_KMH_MEAN,GPS_KMH_MAX,GPS_KMH_MIN,GPS_DIR_MEAN,GPS_DIR_MAX,GPS_DIR_MIN,GPS_ALT_MEAN,GPS_ALT_MAX,GPS_ALT_MIN,BM_H_MEAN,BM_H_MAX,BM_H_MIN,BM_P_MEAN,BM_P_MAX,BM_P_MIN,BM_T_MEAN,BM_T_MAX,BM_T_MIN,DS_T_MEAN,DS_T_MAX,DS_T_MIN,PM10_MAX,PM10_MIN,NUM_MEASUREMENTS,PM10_MEAN,PM10_ARPA
april,16,monday,28,week4,spring,weekday,afternoon,10.065606382483837,10.065606382483837,10.065606382483837,45.6477,45.6477,45.6477,13.85505,13.85505,13.85505,57.15,57.15,57.15,293.55,293.55,293.55,362.4,362.4,362.4,36.81,36.81,36.81,981.14,981.14,981.14,25.95,25.95,25.95,17.62,17.62,17.62,6.5,6.5,1,6.5,6.06
april,17,monday,28,week4,spring,weekday,afternoon,10.179887145011543,10.179887145011543,10.179887145011543,45.647913,45.647913,45.647913,13.85422,13.85422,13.85422,53.54,53.54,53.54,114.06,114.06,114.06,358.3,358.3,358.3,40.46,40.46,40.46,981.65,981.65,981.65,24.49,24.49,24.49,15.81,15.81,15.81,6.2,6.2,1,6.2,4.85
april,18,monday,28,week4,spring,weekday,evening,9.943630563732235,9.943630563732235,9.943630563732235,45.6479,45.6479,45.6479,13.85431,13.85431,13.85431,62.56,62.56,62.56,292.89,292.89,292.89,356.3,356.3,356.3,40.67,40.67,40.67,981.53,981.53,981.53,24.14,24.14,24.14,14.44,14.44,14.44,7.0,7.0,1,7.0,3.88
may,4,monday,5,week1,spring,weekday,night,13.86928392443459,13.86928392443459,13.86928392443459,45.647318,45.647318,45.647318,13.856063,13.856063,13.856063,66.43,66.43,66.43,113.11,113.11,113.11,374.7,374.7,374.7,61.48,61.48,61.48,964.7,964.7,964.7,21.59,21.59,21.59,15.31,15.31,15.31,10.6,10.6,1,10.6,10.28
may,5,monday,5,week1,spring,weekday,night,14.050776794534992,14.050776794534992,14.050776794534992,45.647437,45.647437,45.647437,13.855918,13.855918,13.855918,65.84,65.84,65.84,294.2,294.2,294.2,368.2,368.2,368.2,58.0,58.0,58.0,964.21,964.21,964.21,22.74,22.74,22.74,15.94,15.94,15.94,5.9,5.9,1,5.9,18.28
may,6,monday,5,week1,spring,weekday,morning,13.244077691463701,13.244077691463701,13.244077691463701,45.647337,45.647337,45.647337,13.8561,13.8561,13.8561,56.15,56.15,56.15,115.07,115.07,115.07,356.0,356.0,356.0,55.98,55.98,55.98,964.28,964.28,964.28,22.46,22.46,22.46,15.75,15.75,15.75,5.4,5.4,1,5.4,12.8
may,8,monday,5,week1,spring,weekday,morning,12.706549697773955,12.706549697773955,12.706549697773955,45.647798,45.647798,45.647798,13.854565,13.854565,13.854565,46.91,46.91,46.91,114.12,114.12,114.12,367.2,367.2,367.2,53.46,53.46,53.46,964.42,964.42,964.42,22.64,22.64,22.64,16.37,16.37,16.37,4.1,4.1,1,4.1,11.55
may,9,monday,5,week1,spring,weekday,morning,14.187069959681294,14.187069959681294,14.187069959681294,45.647327,45.647327,45.647327,13.85628,13.85628,13.85628,57.95,57.95,57.95,294.26,294.26,294.26,358.1,358.1,358.1,51.6,51.6,51.6,963.78,963.78,963.78,24.83,24.83,24.83,19.12,19.12,19.12,6.9,6.9,1,6.9,11.92
may,10,monday,5,week1,spring,weekday,morning,14.259408030143135,14.259408030143135,14.259408030143135,45.647363,45.647363,45.647363,13.85617,13.85617,13.85617,56.67,56.67,56.67,112.41,112.41,112.41,366.8,366.8,366.8,52.34,52.34,52.34,964.66,964.66,964.66,24.67,24.67,24.67,17.62,17.62,17.62,7.2,7.2,1,7.2,17.5
may,11,monday,5,week1,spring,weekday,morning,14.534521884579569,14.534521884579569,14.534521884579569,45.64768,45.64768,45.64768,13.85515,13.85515,13.85515,51.32,51.32,51.32,295.46,295.46,295.46,359.0,359.0,359.0,49.49,49.49,49.49,964.01,964.01,964.01,25.91,25.91,25.91,18.0,18.0,18.0,8.6,8.6,1,8.6,13.83
may,13,monday,5,week1,spring,weekday,afternoon,15.161834650313809,15.161834650313809,15.161834650313809,45.647552,45.647552,45.647552,13.855565,13.855565,13.855565,54.75,54.75,54.75,295.2,295.2,295.2,361.7,361.7,361.7,49.24,49.24,49.24,963.55,963.55,963.55,26.68,26.68,26.68,18.25,18.25,18.25,9.0,9.0,1,9.0,11.19
